emotion_quadrant,music_name,SVM,Random Forest,Neural Network,SVM (Q1),SVM (Q2),SVM (Q3),SVM (Q4),Random Forest (Q1),Random Forest (Q2),Random Forest (Q3),Random Forest (Q4),Neural Network (Q1),Neural Network (Q2),Neural Network (Q3),Neural Network (Q4),Fold,total_midi_events,duration,num_unique_tracks,num_unique_channels,avg_note_pitch,std_note_pitch,min_note_pitch,max_note_pitch,pitch_range,avg_note_velocity,std_note_velocity,num_note_on_events,num_note_off_events,num_set_tempo_events
Q1,Q1_GbUV3TXUzeQ_2,Q2,Q2,Q2,0.35743,0.636949,0.00270878,0.00291264,0.1,0.9,0,0,0.131024,0.865685,0.00159173,0.00169962,15,912,36.7318,2,1,59.9812,11.6365,25,83,58,36.7394,37.7967,852,0,1
Q4,Q4_gxsdWKc1QaM_0,Q4,Q3,Q3,0.0534288,0.074935,0.272297,0.599339,0.266667,0.0333333,0.5875,0.1125,0.038822,0.0831975,0.467754,0.410227,15,652,49.9922,2,1,61.2993,9.90167,48,82,34,29.3997,30.1242,588,0,1
Q1,Q1_2Z9SjI131jA_15,Q1,Q1,Q4,0.298119,0.223343,0.186119,0.29242,0.433333,0.273333,0.26,0.0333333,0.179162,0.0388065,0.260697,0.521334,15,356,29.9922,2,1,63.0811,10.4063,40,99,59,37.3716,37.7913,296,0,1
Q1,Q1_1Qc15G0ZHIg_2,Q2,Q2,Q1,0.425896,0.561018,0.00655193,0.00653416,0.375,0.575,0,0.05,0.590156,0.385434,0.0101647,0.0142454,15,784,39.9922,2,1,57.0718,12.1311,28,76,48,36.7859,37.5463,696,0,1
Q2,Q2_l-4Kce3YxxQ_4,Q2,Q2,Q2,0.386756,0.589023,0.0133583,0.0108625,0.3,0.7,0,0,0.104329,0.893413,0.000797671,0.00146071,15,1020,36.9818,2,1,52.9229,9.42012,31,74,43,39.7885,40.7222,960,0,1
Q4,Q4_rW1I58_lMEg_3,Q4,Q4,Q4,0.0418076,0.0548634,0.248838,0.654491,0,0,0.1,0.9,0.0203249,0.0422156,0.390488,0.546972,15,624,39.9922,2,1,55.1088,9.31118,34,75,41,22.6965,24.8704,570,0,1
Q2,Q2_OCqMDeD6Fmc_0,Q1,Q2,Q2,0.427538,0.485771,0.0383709,0.0483196,0.165714,0.52,0.05,0.264286,0.386156,0.591094,0.0108841,0.0118657,15,596,39.4219,2,1,51.3887,7.8493,24,63,39,40.6025,41.1725,566,0,1
Q1,Q1_2Z9SjI131jA_4,Q1,Q3,Q1,0.3625,0.296565,0.143948,0.196987,0.2,0.08,0.436667,0.283333,0.489727,0.155264,0.125422,0.229586,15,516,39.9922,2,1,62.6804,11.3657,36,84,48,34.3425,35.2903,438,0,1
Q1,Q1_QwsQ8ejbMKg_1,Q1,Q1,Q1,0.471887,0.511358,0.00616886,0.0105853,0.76,0.24,0,0,0.6517,0.343335,0.00219089,0.00277374,15,532,29.2917,2,1,60.0042,16.5258,27,87,60,41.1983,41.9165,474,0,1
Q4,Q4_Xf2fox7zhCQ_1,Q4,Q4,Q4,0.00980853,0.0168968,0.221908,0.751386,0,0,0.133333,0.866667,0.0128817,0.0256611,0.237746,0.723711,15,342,37.9323,2,1,64.7736,10.5579,41,85,44,27.8648,29.1719,318,0,1
Q2,Q2_dtS02mrDMsM_3,Q2,Q2,Q2,0.381108,0.544038,0.0365289,0.0383249,0.425,0.575,0,0,0.245049,0.754942,5.87981e-06,3.60636e-06,15,1050,29.9922,2,1,66.9558,18.2495,22,103,81,48.9598,49.598,996,0,1
Q4,Q4_d_49EtXDMFE_0,Q4,Q4,Q4,0.0200247,0.0357492,0.28988,0.654346,0,0.075,0.075,0.85,0.0139506,0.0445377,0.393298,0.548214,15,352,39.9922,2,1,60.1783,9.2398,40,76,36,26.9236,28.7089,314,0,1
Q4,Q4_GAvPwG2wYZM_1,Q4,Q4,Q4,0.00683759,0.0174476,0.215286,0.760429,0,0.1,0.354167,0.545833,0.0103935,0.0153932,0.237714,0.736499,15,384,37.8125,2,1,58.7561,11.4058,33,87,54,23.2927,26.1659,328,0,1
Q3,Q3_ijfxkQPAQdE_0,Q2,Q2,Q2,0.192143,0.573945,0.141778,0.0921346,0.223333,0.626667,0.15,0,0.0233982,0.920215,0.0347503,0.0216362,15,1372,39.9922,2,1,61.5891,7.66575,45,81,36,32.2205,32.7863,1324,0,1
Q3,Q3_X1p8xcarVu0_0,Q3,Q3,Q3,0.0812655,0.0957544,0.542884,0.280096,0,0.1,0.8,0.1,0.00138435,0.00634185,0.933537,0.058737,15,340,29.9922,2,1,76.0915,5.94657,64,87,23,26.8506,28.8022,328,0,1
Q2,Q2_lalnGhxT3PQ_1,Q2,Q2,Q2,0.353937,0.639298,0.00364968,0.00311458,0.15,0.85,0,0,0.148636,0.849191,0.00159164,0.000581914,15,922,39.9922,2,1,56.9087,15.4872,24,89,65,37.5068,38.3184,876,0,1
Q4,Q4_JT1XJnVmABo_1,Q1,Q3,Q1,0.377043,0.201776,0.209445,0.211735,0.103333,0.13,0.75,0.0166667,0.455007,0.163956,0.217571,0.163467,15,534,39.9922,2,1,61.5918,10.2861,44,83,39,34.1816,35.1977,490,0,1
Q1,Q1_bIx4DwkZxFY_1,Q1,Q1,Q1,0.350515,0.308972,0.143461,0.197053,0.455,0.281667,0.075,0.188333,0.508745,0.218962,0.109792,0.162501,15,576,37.7018,2,1,64.8151,11.6063,33,91,58,32.6528,33.5821,530,0,1
Q3,Q3_7JIdJLkJ0S4_0,Q3,Q4,Q3,0.100957,0.178218,0.439105,0.281719,0,0.05,0.247619,0.702381,3.93235e-06,0.002237,0.930364,0.067395,15,516,89.9414,2,1,61.2939,18.0158,25,95,70,18.2588,20.2732,456,0,1
Q4,Q4_Ie5koh4qvJc_16,Q4,Q3,Q4,0.0236146,0.0339433,0.334275,0.608167,0.1,0,0.5,0.4,0.00352804,0.00431039,0.332146,0.660016,15,134,29.8125,2,1,60.2,8.22036,51,79,28,26.2909,28.4196,110,0,1
Q3,Q3_ii1Jw1-7Ka4_2,Q3,Q1,Q3,0.246267,0.255512,0.327399,0.170822,0.433333,0.075,0.341667,0.15,0.206473,0.237369,0.475815,0.0803431,15,542,39.9922,2,1,57.6856,16.7924,34,87,53,30.9039,31.7591,458,0,1
Q4,Q4_8TYY0qG-KOw_0,Q4,Q1,Q3,0.218257,0.235335,0.234265,0.312144,0.466667,0.0333333,0.258333,0.241667,0.125347,0.108607,0.518566,0.24748,15,502,36.8424,2,1,58.5614,11.9291,32,99,67,30.9956,31.9656,456,0,1
Q4,Q4_Dw7M69CidJ8_3,Q3,Q3,Q3,0.016873,0.0462334,0.484816,0.452078,0.0333333,0.1,0.566667,0.3,0.000114724,0.00318146,0.619689,0.377015,15,188,29.9922,2,1,74.6184,7.64263,48,87,39,22.8092,23.828,152,0,1
Q1,Q1_94ROf10d1iA_0,Q4,Q3,Q4,0.108379,0.0558219,0.28697,0.548829,0.1,0.0666667,0.501111,0.332222,0.0376694,0.0468764,0.380215,0.53524,15,292,39.3424,2,1,68.8099,11.4191,42,92,50,35.9256,37.269,242,0,1
Q2,Q2_3ZnxqCZ7qGg_1,Q4,Q4,Q3,0.152488,0.0881382,0.32232,0.437054,0.1,0.203333,0.32,0.376667,0.10935,0.138846,0.526452,0.225352,15,380,38.7214,2,1,64.0169,8.36591,48,76,28,31.274,32.1456,354,0,1
Q3,Q3_TonQX8XbvX8_3,Q4,Q4,Q4,0.00412655,0.0150129,0.236724,0.744137,0,0,0,1,0.00082659,0.0142394,0.259119,0.725815,15,370,48.7214,2,1,60.6199,9.93654,36,79,43,23.6813,25.2849,342,0,1
Q2,Q2_61EA0xRX8gE_5,Q2,Q1,Q1,0.424012,0.548614,0.0133554,0.0140189,0.7,0.3,0,0,0.539817,0.458866,0.000810171,0.000505937,15,676,28.7526,2,1,58.0132,19.2942,29,93,64,43.3729,44.6675,606,0,1
Q2,Q2_JYVXM0qNQAg_1,Q2,Q2,Q1,0.402366,0.553886,0.0314874,0.0122605,0.22,0.66,0.12,0,0.534003,0.436432,0.0260648,0.0035006,15,928,39.6315,2,1,63.1218,16.6746,33,98,65,34.6335,35.2608,854,0,1
Q4,Q4_Ie5koh4qvJc_32,Q4,Q3,Q4,0.0115446,0.0235301,0.25463,0.710296,0.116667,0,0.605,0.278333,0.00784873,0.0234026,0.287185,0.681564,15,412,52.5026,2,1,64.8035,10.8035,38,91,53,32.396,34.0763,346,0,1
Q4,Q4_d_49EtXDMFE_2,Q4,Q4,Q4,0.0114678,0.0161809,0.233688,0.738663,0,0,0.25,0.75,0.00778255,0.00369701,0.214432,0.774089,15,262,29.9922,2,1,63.7815,11.1591,40,95,55,26.958,28.9862,238,0,1
Q2,Q2_61EA0xRX8gE_4,Q2,Q1,Q1,0.412139,0.570292,0.00571554,0.0118532,0.95,0.05,0,0,0.538428,0.449449,0.00732245,0.00480011,15,616,37.8021,2,1,55.35,14.7957,29,87,58,45.0839,45.9044,560,0,1
Q3,Q3_wqc8iqbDsGM_1,Q3,Q4,Q3,0.11275,0.114662,0.410295,0.362292,0.2,0,0.333333,0.466667,0.0472133,0.16617,0.539007,0.247609,15,296,36.7721,2,1,57.855,7.22821,36,68,32,29.3206,30.2848,262,0,1
Q2,Q2_8c7kcmsnf-s_0,Q2,Q2,Q2,0.384601,0.6078,0.00384642,0.00375272,0.08,0.92,0,0,0.24362,0.750433,0.00409569,0.0018514,15,802,39.1016,2,1,56.1097,14.8962,24,84,60,36.7624,37.4306,766,0,1
Q2,Q2_f2BXXa7lPuE_1,Q2,Q2,Q2,0.324938,0.661508,0.00754212,0.00601207,0.08,0.92,0,0,0.0469132,0.950988,0.0011027,0.000995759,15,988,38.9818,2,1,50.2182,13.5914,26,84,58,36.5985,37.375,944,0,1
Q2,Q2_ZTrEoB8T9YA_1,Q1,Q1,Q1,0.45043,0.425878,0.0424406,0.0812508,0.625,0.191667,0,0.183333,0.684605,0.164542,0.0307908,0.120062,15,428,29.9922,2,1,64.3622,12.7074,34,89,55,37.4595,38.5409,370,0,1
Q4,Q4_JP3QKZlyQz4_0,Q4,Q4,Q3,0.0107205,0.0327177,0.352589,0.603973,0,0,0.208333,0.791667,0.000355567,0.0107098,0.514876,0.474059,15,258,49.9922,2,1,55.8182,9.44701,41,76,35,26.7828,28.2286,198,0,1
Q1,Q1_IH2KrGjKXw0_3,Q2,Q3,Q3,0.180973,0.402724,0.272245,0.144057,0.27,0.304286,0.335714,0.09,0.0782435,0.19431,0.3803,0.347146,15,1078,55.112,2,1,57.8946,12.0038,37,80,43,29.0497,30.7254,1006,0,1
Q4,Q4_3As1t6JySDE_0,Q4,Q4,Q4,0.00773197,0.0191935,0.191151,0.781924,0,0,0,1,0.00856764,0.017419,0.267788,0.706225,15,518,39.9922,2,1,59.1274,9.85559,33,83,50,22.1321,24.726,424,0,1
Q1,Q1_jziI_cuN_H8_2,Q2,Q2,Q2,0.324555,0.656413,0.00827685,0.0107557,0.125,0.875,0,0,0.0957094,0.904147,0.000115893,2.72443e-05,15,1074,39.9922,2,1,56.413,17.8058,24,94,70,44.0789,45.3327,988,0,1
Q3,Q3_bfopzItCYrE_0,Q1,Q1,Q2,0.324045,0.339486,0.118861,0.217608,0.333333,0.3,0.1,0.266667,0.248882,0.325422,0.223938,0.201758,15,270,32.5026,2,1,59.5877,13.0122,29,79,50,34.2939,36.102,228,0,1
Q1,Q1_Y5JcZQ0xg4Y_1,Q1,Q1,Q1,0.451583,0.487746,0.0221913,0.0384792,0.613333,0.266667,0,0.12,0.516995,0.438922,0.0176918,0.0263906,15,536,29.9922,2,1,65.6414,11.9722,29,84,55,35.3586,36.1736,474,0,1
Q3,Q3_NTI9ode6bRk_0,Q3,Q3,Q3,0.229523,0.117835,0.340519,0.312122,0.241667,0.2,0.558333,0,0.103051,0.316227,0.465739,0.114983,15,422,39.9922,2,1,72.0147,7.72687,45,83,38,34.9963,35.6354,272,0,1
Q2,Q2_z5ewpQwGDNw_2,Q2,Q1,Q1,0.445792,0.534313,0.00613493,0.01376,0.625,0.275,0.1,0,0.652826,0.322873,0.00760175,0.0166999,15,598,39.9922,2,1,61.2593,12.8687,28,91,63,42.0278,42.7507,540,0,1
Q2,Q2_9v2WSpn4FCw_5,Q2,Q2,Q2,0.377309,0.615426,0.00301782,0.00424648,0.08,0.92,0,0,0.283938,0.7131,0.00212877,0.000832613,15,786,36.7214,2,1,55.5746,15.8755,27,87,60,41.4352,42.4223,710,0,1
Q1,Q1_94ROf10d1iA_1,Q1,Q3,Q3,0.231533,0.0804028,0.321796,0.366268,0.285,0,0.365,0.35,0.123314,0.0600896,0.434101,0.382495,15,374,39.6823,2,1,66.5096,12.2298,47,90,43,36.1242,37.0498,314,0,1
Q1,Q1_K6OFDxBU370_1,Q1,Q1,Q1,0.456231,0.477976,0.0246395,0.0411542,0.8925,0.0875,0,0.02,0.523209,0.435631,0.0151424,0.026017,15,508,29.9922,2,1,67.2335,12.7698,30,87,57,36.5396,37.3459,454,0,1
Q3,Q3_iRu9KQvbtVw_0,Q3,Q3,Q3,0.0672899,0.12929,0.52535,0.27807,0,0.1,0.8,0.1,0.000425351,0.0321257,0.958931,0.00851788,15,486,49.112,2,1,67.5507,18.6553,24,93,69,20.3921,21.4942,454,0,1
Q4,Q4_PK8YIUaV3Xw_0,Q4,Q4,Q4,0.00615202,0.0172338,0.263064,0.71355,0,0,0,1,0.000862666,0.0114625,0.272226,0.715449,15,436,47.8516,2,1,61.6211,7.86452,42,78,36,24.1079,25.2999,380,0,1
Q4,Q4_KxlqB3j0zys_3,Q4,Q3,Q3,0.0981144,0.108537,0.328873,0.464476,0.04,0.166667,0.525,0.268333,0.209098,0.0701856,0.462015,0.258701,15,622,49.9922,2,1,67.2646,12.1186,33,97,64,30.2543,32.0183,582,0,1
Q4,Q4_biROWEwkDQQ_2,Q1,Q1,Q1,0.332266,0.338229,0.0836569,0.245848,0.519048,0.230952,0.133333,0.116667,0.33013,0.315884,0.108207,0.245779,15,334,29.9922,2,1,61.3724,10.3221,28,81,53,33.6241,34.8741,290,0,1
Q1,Q1_ANZf1QXsNrY_4,Q1,Q2,Q1,0.463992,0.487969,0.0249577,0.0230816,0.422222,0.577778,0,0,0.679423,0.284891,0.0234546,0.0122321,15,720,46.7422,2,1,63.046,13.6381,30,100,70,41.9003,42.5572,652,0,1
Q3,Q3_c6CwY8Gbw0c_0,Q4,Q4,Q4,0.0587841,0.0790277,0.237,0.625188,0.17,0.02,0.37,0.44,0.0869126,0.0858966,0.378165,0.449026,15,470,37.7617,2,1,65.7721,11.2135,32,92,60,28.4093,30.435,430,0,1
Q3,Q3_Oku8sIpTMAE_2,Q4,Q3,Q4,0.013064,0.0316719,0.355228,0.600036,0.1,0,0.525,0.375,0.000571004,0.0113527,0.398222,0.589855,15,108,29.5221,2,1,70.7755,9.4493,45,82,37,24.6939,26.4748,98,0,1
Q4,Q4_KRlAez34QfE_0,Q4,Q4,Q4,0.00849425,0.0181466,0.214811,0.758549,0,0,0,1,0.0105321,0.0179196,0.227364,0.744184,15,384,39.9922,2,1,59.9353,9.79564,41,82,41,26.1853,28.2791,340,0,1
Q4,Q4_3N2G21U7guk_4,Q4,Q3,Q4,0.0666073,0.0621036,0.205794,0.665495,0,0,0.5,0.5,0.114632,0.113141,0.182953,0.589275,15,366,29.9922,2,1,67.2651,10.1981,37,85,48,29.2982,30.5918,332,0,1
Q2,Q2_f2BXXa7lPuE_3,Q2,Q2,Q2,0.327341,0.660589,0.00585126,0.00621929,0,0.95,0.05,0,0.0844013,0.913766,0.00076676,0.00106631,15,978,38.1315,2,1,51.0513,13.6071,26,79,53,39.2831,39.8226,936,0,1
Q4,Q4_5J_zI7QE9W8_0,Q4,Q4,Q4,0.00673085,0.0194469,0.209678,0.764144,0,0.118333,0.44,0.441667,0.00128085,0.00959995,0.22688,0.762239,15,570,59.9922,2,1,59.2185,10.0215,39,85,46,24.7907,26.4837,540,0,1
Q2,Q2_l-4Kce3YxxQ_2,Q2,Q2,Q2,0.276308,0.711923,0.00524694,0.00652233,0.05,0.95,0,0,0.0861636,0.913662,5.78212e-05,0.000116461,15,1174,39.1016,2,1,57.4482,13.8775,24,80,56,41.4306,42.0436,1138,0,1
Q2,Q2_5NW0zDu6IYM_0,Q2,Q1,Q1,0.434813,0.50938,0.0223426,0.0334637,0.7,0.1,0.1,0.1,0.728128,0.225337,0.0182791,0.0282562,15,622,39.9922,2,1,65.1856,10.6785,34,87,53,38.5601,39.6698,582,0,1
Q3,Q3_wxXpvnmq_-E_1,Q3,Q3,Q3,0.0980144,0.157752,0.393973,0.350261,0.05,0,0.729167,0.220833,0.0306593,0.0981234,0.717489,0.153728,15,330,39.5716,2,1,49.4795,10.2224,29,67,38,26.8219,28.3846,292,0,1
Q4,Q4_uUtnyA6tLnI_0,Q4,Q4,Q4,0.00780937,0.0194366,0.25123,0.721524,0,0.075,0.158333,0.766667,0.00249156,0.014704,0.351958,0.630846,15,560,47.8021,2,1,62.749,8.05648,41,79,38,23.6255,25.0001,502,0,1
Q2,Q2_D5kyjnlDNZs_2,Q2,Q1,Q2,0.318459,0.642519,0.0204319,0.0185898,0.483333,0.466667,0,0.05,0.0818441,0.918121,1.56937e-05,1.87465e-05,15,1430,29.9922,2,1,66.4457,15.134,31,94,63,41.5214,42.6254,1400,0,1
Q2,Q2_08t73Qgjkt4_1,Q1,Q1,Q1,0.45415,0.441537,0.0456748,0.0586381,0.541667,0.15,0.05,0.258333,0.671674,0.256751,0.0361631,0.0354117,15,402,29.9922,2,1,56.0559,13.9747,28,78,50,34.1899,35.4684,358,0,1
Q2,Q2_48EYLEAgaBc_1,Q3,Q1,Q3,0.222507,0.336784,0.173411,0.267298,0.4,0.1,0.275,0.225,0.0451347,0.116428,0.430178,0.408259,15,138,36.7214,2,1,50.9592,10.002,29,79,50,37.5816,38.2153,98,0,1
Q2,Q2_yrvKReuwVlY_3,Q2,Q1,Q1,0.43998,0.524501,0.0162691,0.0192497,0.566667,0.433333,0,0,0.573737,0.425859,0.000211533,0.00019181,15,606,29.8125,2,1,66.0627,18.3283,27,94,67,48.6063,49.8362,574,0,1
Q1,Q1_94ROf10d1iA_3,Q1,Q1,Q1,0.416325,0.452714,0.0602265,0.0707348,0.675,0.305,0.02,0,0.750714,0.165845,0.0324443,0.050997,15,666,46.1016,2,1,66.6961,12.7408,37,92,55,40.8781,41.5463,566,0,1
Q3,Q3_wS0RzrBL9UI_0,Q3,Q3,Q3,0.00627949,0.0244799,0.570629,0.398612,0,0,0.709524,0.290476,1.48435e-06,0.000121501,0.879585,0.120292,15,324,56.4818,2,1,74.6387,11.001,51,96,45,21.3548,24.7778,310,0,1
Q4,Q4_JT1XJnVmABo_0,Q4,Q4,Q4,0.0653395,0.0619023,0.295019,0.577739,0,0,0.233333,0.766667,0.0680128,0.0890191,0.419632,0.423336,15,442,39.9922,2,1,59.5153,8.50784,44,76,32,28.8418,29.9221,392,0,1
Q4,Q4_vBHoSz8cJIE_4,Q4,Q3,Q4,0.0135046,0.016457,0.291975,0.678064,0,0.1,0.566667,0.333333,0.00251759,0.00940255,0.434416,0.553664,15,176,35.832,2,1,67.987,10.7027,47,87,40,28.4935,31.31,154,0,1
Q4,Q4_Dw7M69CidJ8_1,Q4,Q4,Q4,0.00396767,0.0130013,0.230126,0.752905,0,0,0.166667,0.833333,0.00146171,0.00721743,0.230663,0.760658,15,490,45.6719,2,1,59.3456,9.61068,42,80,38,22.5691,24.1401,434,0,1
Q2,Q2_D5kyjnlDNZs_1,Q2,Q1,Q1,0.406144,0.581133,0.00648679,0.00623613,0.6,0.35,0,0.05,0.612941,0.384454,0.00108272,0.00152236,15,858,29.9922,2,1,67.4939,12.3872,36,94,58,40.4286,41.332,826,0,1
Q3,Q3_egYSmNuIFGk_2,Q1,Q2,Q1,0.320036,0.143888,0.256048,0.280028,0.241667,0.408333,0.266667,0.0833333,0.322288,0.188911,0.320346,0.168455,15,446,39.7318,2,1,63.4154,8.28271,48,79,31,33.9513,34.8551,390,0,1
Q2,Q2_9v2WSpn4FCw_8,Q2,Q2,Q2,0.371398,0.611615,0.00722469,0.00976282,0.385714,0.614286,0,0,0.313694,0.684936,0.000667334,0.000703045,15,778,29.9922,2,1,52.2396,16.2473,29,84,55,43.9081,45.2888,718,0,1
Q1,Q1_nOIBJHkqrE8_0,Q1,Q1,Q1,0.490972,0.484911,0.00753282,0.0165841,0.98,0.02,0,0,0.540016,0.45896,0.000371317,0.000652731,15,536,29.9922,2,1,65.336,14.5668,26,84,58,47.7773,48.1485,494,0,1
Q4,Q4_3TYeU9idRGI_1,Q4,Q3,Q3,0.0105335,0.0375332,0.325893,0.62604,0,0,0.6225,0.3775,0.0012455,0.0457158,0.713455,0.239584,15,190,39.9922,2,1,60.507,14.7392,29,84,55,24.3099,26.0932,142,0,1
Q3,Q3_qRceKZtwRWA_1,Q4,Q4,Q4,0.00548866,0.016523,0.196472,0.781517,0.0333333,0.025,0.366667,0.575,0.00442442,0.0181776,0.219528,0.75787,15,444,46.7721,2,1,60.0272,10.499,37,84,47,25.4946,27.6268,368,0,1
Q3,Q3_OO7zYVeK814_1,Q4,Q4,Q4,0.0174968,0.0386323,0.166343,0.777528,0,0,0.2,0.8,0.0304005,0.0363198,0.162247,0.771033,15,442,39.9922,2,1,59.7727,9.79706,33,85,52,26.9915,28.5012,352,0,1
Q3,Q3_7JIdJLkJ0S4_2,Q3,Q3,Q3,0.00839096,0.0264878,0.44824,0.516882,0.02,0.02,0.656667,0.303333,0.000147122,0.00875101,0.80603,0.185072,15,364,49.5924,2,1,68.5065,11.5729,27,90,63,19.2532,21.5287,308,0,1
Q3,Q3_MbvPxCUMSek_2,Q4,Q4,Q4,0.0142409,0.0241151,0.276104,0.68554,0,0,0.433333,0.566667,0.00945746,0.014819,0.203447,0.772276,15,208,29.9922,2,1,60.8721,8.35302,41,77,36,25.4767,27.9694,172,0,1
Q4,Q4_HYVmgq5Y93g_1,Q4,Q4,Q4,0.00468922,0.0165779,0.240777,0.737956,0.1,0,0.3,0.6,0.000944733,0.0232241,0.316658,0.659173,15,462,49.9922,2,1,64.5763,8.83376,35,81,46,24.0311,26.347,354,0,1
Q4,Q4_jSWItJI-Gmk_1,Q4,Q4,Q4,0.00764327,0.024532,0.206421,0.761403,0.0333333,0,0.2875,0.679167,0.00340263,0.0336662,0.301365,0.661566,15,392,49.9922,2,1,60.0419,10.7911,29,84,55,24.3503,26.7762,334,0,1
Q1,Q1__BK2o77sTc0_1,Q3,Q4,Q3,0.166405,0.10747,0.356799,0.369326,0.131667,0.133333,0.286667,0.448333,0.139047,0.179184,0.470735,0.211034,15,546,29.9922,2,1,73.6759,8.473,47,88,41,29.913,30.5657,506,0,1
Q3,Q3_wqc8iqbDsGM_3,Q3,Q3,Q3,0.0959991,0.171923,0.440365,0.291713,0.1,0,0.783333,0.116667,0.00570054,0.0990601,0.794774,0.100465,15,306,46.9323,2,1,52.0726,9.40942,29,63,34,28.8185,29.9643,248,0,1
Q2,Q2_sEQf5lcnj_o_1,Q2,Q2,Q2,0.292756,0.695422,0.0055084,0.00631298,0,1,0,0,0.133176,0.866739,4.10428e-05,4.44748e-05,15,1226,38.9518,2,1,61.4373,16.0151,26,91,65,42.5644,43.6196,1180,0,1
Q2,Q2_QmK_SND2jAw_0,Q2,Q2,Q2,0.432716,0.546968,0.00873449,0.0115808,0.475,0.525,0,0,0.268796,0.724696,0.0056584,0.000849647,15,630,39.9922,2,1,56.4646,17.3376,24,92,68,41.4966,42.2498,594,0,1
Q2,Q2_S7Bo4-NCEDk_1,Q2,Q1,Q2,0.39739,0.575424,0.0181228,0.00906334,0.52,0.46,0,0.02,0.40014,0.580565,0.0109941,0.00830048,15,988,36.9518,2,1,65.3992,12.1754,37,83,46,35.4784,36.0672,972,0,1
Q4,Q4_fShAWhXIits_1,Q1,Q1,Q1,0.48799,0.453468,0.0236759,0.0348661,0.483333,0.466667,0,0.05,0.698504,0.283434,0.00361076,0.0144517,15,404,22.9922,2,1,54,10.2002,24,71,47,38.3232,39.1846,362,0,1
Q3,Q3_wfXSdMsd4q8_1,Q1,Q3,Q3,0.402371,0.141771,0.243728,0.212129,0.125,0.14,0.468333,0.266667,0.345976,0.0873723,0.411468,0.155183,15,370,37.2917,2,1,66.72,7.95903,50,88,38,37.29,39.1545,300,0,1
Q1,Q1__SJQaaRzD-A_1,Q2,Q1,Q1,0.4414,0.532541,0.0101057,0.0159533,0.75,0.1,0.15,0,0.662811,0.290512,0.0224992,0.0241775,15,616,39.9922,2,1,61.1357,12.1161,29,81,52,37.2964,37.9326,560,0,1
Q3,Q3_PLfFWFZflQU_1,Q4,Q3,Q3,0.123761,0.151028,0.360403,0.364808,0,0.1,0.533333,0.366667,0.129546,0.15374,0.601546,0.115167,15,702,39.9922,2,1,70.829,11.9146,33,91,58,27.8016,29.8045,620,0,1
Q3,Q3_ZvD8QSO7NPw_1,Q4,Q4,Q3,0.0161074,0.0405785,0.340744,0.60257,0.15,0.15,0.258333,0.441667,0.0147367,0.0199541,0.557446,0.407863,15,656,46.4219,2,1,63.3291,13.1615,39,84,45,23.4585,26.2258,626,0,1
Q4,Q4_a5QCcwEjxAk_1,Q4,Q4,Q4,0.00369964,0.0103718,0.252502,0.733427,0.0533333,0,0.4,0.546667,0.0036018,0.00778732,0.340601,0.64801,15,296,37.7721,2,1,61.9524,12.3913,41,88,47,26.0317,27.5261,252,0,1
Q3,Q3_Ie5koh4qvJc_5,Q4,Q4,Q4,0.0585219,0.0552634,0.21969,0.666525,0.126667,0.06,0.173333,0.64,0.0688937,0.0803994,0.23104,0.619666,15,340,36.9518,2,1,63.125,8.18503,40,82,42,31.0625,31.8495,288,0,1
Q4,Q4_Cir1kZyB7QM_0,Q4,Q4,Q4,0.00567766,0.018462,0.276127,0.699733,0,0,0.2,0.8,0.000101261,0.00842141,0.215381,0.776096,15,420,57.9115,2,1,61.2222,8.26646,39,77,38,23.5154,25.0267,324,0,1
Q3,Q3_77z6Ep3aOmg_0,Q4,Q4,Q4,0.00808869,0.0194997,0.246535,0.725876,0,0,0.0666667,0.933333,0.00179045,0.0102589,0.270269,0.717681,15,496,46.4414,2,1,55.405,9.83987,38,76,38,22.0375,23.2315,400,0,1
Q3,Q3_02t1bj7ZABY_1,Q4,Q4,Q4,0.00369176,0.0128872,0.209596,0.773825,0,0,0.233333,0.766667,0.000944592,0.0101151,0.22092,0.76802,15,390,49.9922,2,1,59.052,10.0942,34,82,48,22.9104,25.3081,346,0,1
Q4,Q4_aQ4PIaRMLwE_0,Q4,Q4,Q4,0.0202223,0.0370096,0.326223,0.616545,0,0,0.203333,0.796667,0.00611928,0.0306011,0.40986,0.55342,15,256,39.9922,2,1,58.2843,8.34523,41,76,35,28.2304,29.3994,204,0,1
Q4,Q4_heBmBQDWj-M_2,Q4,Q3,Q4,0.0249778,0.0297451,0.278838,0.666439,0,0,0.6,0.4,0.0144026,0.0183022,0.315538,0.651757,15,322,29.9922,2,1,65.8919,6.83673,47,83,36,26.3986,27.5332,296,0,1
Q2,Q2_ZTrEoB8T9YA_0,Q2,Q2,Q2,0.397242,0.596261,0.00263204,0.00386504,0.19,0.81,0,0,0.473023,0.519726,0.00305639,0.00419456,15,808,39.9323,2,1,60.9619,12.6803,29,89,60,39.6294,40.8327,734,0,1
Q2,Q2_JMt4m608s3k_2,Q2,Q2,Q2,0.355889,0.624009,0.00881147,0.0112904,0.366667,0.633333,0,0,0.193519,0.806327,0.000121682,3.25691e-05,15,982,37.7721,2,1,59.3449,17.3861,26,98,72,46.5521,47.4697,922,0,1
